stock_id,stock_name,reason
00687B,國泰20年美債,分配收益
00697B,元大美債7-10,分配收益
00751B,元大AAA至A公司債,分配收益
00764B,群益25年美債,分配收益
00772B,中信高評級公司債,分配收益
00773B,中信優先金融債,分配收益
00777B,凱基AAA至A公司債,分配收益
00778B,凱基金融債20+,分配收益
00779B,凱基美債25+,分配收益
00781B,國泰A級科技債,分配收益
00787B,元大10年IG醫療債,分配收益
00792B,群益A級公司債,分配收益
00793B,群益AAA-A醫療債,分配收益
00859B,群益0-1年美債,分配收益
00862B,中信投資級公司債,分配收益
00863B,中信全球電信債,分配收益
00883B,中信ESG投資級債,分配收益
00933B,國泰10Y+金融債,分配收益
00937B,群益ESG投等債20+,分配收益
1591,駿吉-KY,股東常會
3141,晶宏,股東常會
5398,慕康生醫,股東常會
5864,致和證,股東常會
6425,易發,股東常會
6548,長科*,除息
6679,鈺太,股東常會
